Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
CBRE;378105;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;335414831;338424563;584064000;366927000;260942000;-761618000;-234720000;;2235000;-529133000;450315000;-146879000;-2610000;-42111000;-7439000;;-149295000;-27426000;-199643000;222173000
CBRE;378105;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;337658017;340783556;697946000;406114000;85318000;-478873000;-483712000;;171346000;-166507000;710505000;-178042000;-3487000;-142433000;-141415000;;-560099000;-29549000;-603736000;-10802000
CBRE;378105;USD;2018;FY;2018-12-31;2019-03-01;2021-02-24;339321056;343122741;1065948000;451988000;-31560000;-330458000;;;273782000;-604240000;1155918000;-227803000;-24669000;-322573000;-585353000;;-305009000;-161034000;-506600000;39125000
CBRE;378105;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;335795654;340522871;1291450000;439224000;57741000;-565035000;;;306677000;-871712000;1223380000;-293514000;;-355926000;-721024000;;-103993000;-145137000;-271949000;229801000
CBRE;378105;USD;2020;FY;2020-12-31;2021-02-24;2022-03-01;335196296;338392210;755868000;501728000;117432000;455751000;;;105491000;350260000;1830779000;-266575000;-402500000;-27848000;-744085000;;-433804000;-50028000;-222756000;945502000
CBRL;37621;USD;2016;FY;2016-07-31;2016-09-26;2016-09-26;23945041;24074273;189299000;78223000;17722000;-13866000;;;;;271378000;-113177000;;;-112515000;-255546000;0;-14653000;-273352000;-114489000
CBRL;37621;USD;2017;FY;2017-07-31;2017-09-22;2017-09-22;24031810;24118288;201899000;86319000;11407000;21142000;;;;;320767000;-110088000;;;-109605000;-196867000;0;0;-201127000;10035000
CBRL;37621;USD;2018;FY;2018-07-31;2018-09-28;2020-09-25;24011161;24075614;247620000;93692000;14597000;-25289000;;;;;330620000;-151838000;;;-151222000;-207155000;;-14772000;-225743000;-46345000
CBRL;37621;USD;2019;FY;2019-07-31;2019-09-27;2021-09-24;24037272;24096396;223401000;107537000;18446000;13412000;;;;;362796000;-138142000;-89100000;;-241574000;-193475000;0;;-198994000;-77772000
CBRL;37621;USD;2020;FY;2020-07-31;2020-09-25;2021-09-24;23865367;23865367;-32475000;118178000;171945000;-96646000;;;;;161002000;-90075000;;-32971000;-157226000;-94544000;549395000;-55007000;396336000;400112000
CBT;1050281;USD;2016;FY;2016-09-30;2016-11-23;2017-11-22;62400000;62900000;164000000;161000000;7000000;60000000;;;;;392000000;-96000000;;;-104000000;-65000000;-68000000;-35000000;-184000000;123000000
CBT;1050281;USD;2017;FY;2017-09-30;2017-11-22;2019-11-22;62300000;62700000;273000000;155000000;-25000000;-55000000;;;;;348000000;-147000000;;;-149000000;-77000000;-2000000;-40000000;-133000000;80000000
CBT;1050281;USD;2018;FY;2018-09-30;2018-11-08;2020-11-25;61700000;61700000;-74000000;149000000;341000000;-118000000;;;;;298000000;-190000000;11000000;-64000000;-246000000;-80000000;80000000;-120000000;-141000000;-105000000
CBT;1050281;USD;2019;FY;2019-09-30;2019-11-22;2021-11-29;58700000;58800000;186000000;148000000;29000000;0;;;;;363000000;-224000000;;132000000;-94000000;-80000000;36000000;-169000000;-236000000;-6000000
CBT;1050281;USD;2020;FY;2020-09-30;2020-11-25;2021-11-29;56600000;56600000;-221000000;158000000;278000000;162000000;;;;;377000000;-200000000;;-92000000;-288000000;-80000000;15000000;-41000000;-132000000;-18000000
CC;536512;USD;2016;FY;2016-12-31;2017-02-17;2019-02-15;181621422;183416500;7000000;284000000;-181000000;484000000;;;;;594000000;370000000;;-1000000;357000000;-22000000;-381000000;11000000;-396000000;536000000
CC;536512;USD;2017;FY;2017-12-31;2018-02-16;2019-02-15;184844106;190983991;747000000;273000000;86000000;-466000000;;;;;640000000;-372000000;;0;-370000000;-22000000;468000000;-75000000;352000000;654000000
CC;536512;USD;2018;FY;2018-12-31;2019-02-15;2021-02-12;176968554;182572021;996000000;284000000;33000000;-173000000;;;;;1140000000;-452000000;;-37000000;-487000000;-148000000;-188000000;-628000000;-993000000;-355000000
CC;536512;USD;2019;FY;2019-12-31;2020-02-14;2022-02-11;164816839;164816839;-52000000;311000000;255000000;136000000;;;;;650000000;-481000000;;-1000000;-483000000;-164000000;88000000;-313000000;-419000000;-258000000
CC;536512;USD;2020;FY;2020-12-31;2021-02-12;2022-02-11;164681827;166346529;219000000;320000000;-66000000;334000000;;;;;807000000;-267000000;;5000000;-234000000;-164000000;-275000000;16000000;-449000000;162000000
CCF;90312;USD;2016;FY;2016-08-31;2016-11-14;2017-11-09;9167333;9294077;32807000;13442000;-1002000;3586000;;;;;48833000;-2046000;;568000;-612000;-5999000;-8400000;124000;-15299000;32922000
CCF;90312;USD;2017;FY;2017-08-31;2017-11-09;2017-11-09;9249343;9357414;42014000;14257000;-943000;-3396000;;;;;51932000;-1077000;;-26355000;-25102000;-6532000;-43400000;95000;-52796000;-25966000
CCF;90312;USD;2018;FY;2018-08-31;2018-11-27;2020-11-12;9296648;9366071;43143000;17624000;637000;-15333000;;;;;46071000;-2488000;;-71237000;-73766000;-7497000;25000000;192000;14423000;-13272000
CCF;90312;USD;2019;FY;2019-08-31;2019-11-13;2021-11-15;9334232;9379207;32711000;17207000;2957000;-3340000;;;;;49535000;-2488000;;400000;-2166000;-7522000;-25000000;182000;-33450000;13919000
CCF;90312;USD;2020;FY;2020-08-31;2020-11-12;2021-11-15;9359940;9439750;34157000;15591000;104000;5882000;;;;;55734000;2244000;;;2077000;-7539000;;;-8420000;49391000
CCFI;160245;USD;2016;FY;2016-12-31;2017-03-29;2017-03-29;;;-1545000;15103000;105076000;3587000;;;;;122221000;-9080000;;-1794000;-93399000;;-21317000;;-21430000;7392000
CCFI;160245;USD;2017;FY;2017-12-31;2018-04-02;2018-04-02;;;-180895000;14391000;247845000;3050000;;;;;84391000;-8861000;;-626000;-145825000;;25660000;;21728000;-39706000
CCH;704561;USD;2016;FY;2016-12-31;2017-02-03;2018-02-21;;;-85487000;249000;44807000;-648000;;;;;-41079000;-2051530000;;;-2095897000;;2417788000;;2360746000;223770000
CCH;704561;USD;2017;FY;2017-12-31;2018-04-27;2018-04-27;;;-48652000;892000;-16154000;-402000;;;;;-64316000;-1987254000;;;-1962209000;;1603950000;;1982544000;-43981000
CCH;704561;USD;2018;FY;2018-12-31;2019-02-26;2021-02-24;;;6000000;10000000;-35000000;-42000000;;;;;-61000000;-2963000000;;;-2960000000;;2814000000;;3083000000;62000000
CCH;704561;USD;2019;FY;2019-12-31;2020-02-25;2022-02-24;;;-374000000;231000000;118000000;-8000000;;;;;-33000000;-1517000000;;;-1519000000;;659000000;;1343000000;-209000000
CCH;704561;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;;;63000000;342000000;121000000;-130000000;;;;;396000000;-790000000;;;-796000000;;253000000;;390000000;-10000000
CCI;378122;USD;2016;FY;2016-12-31;2017-02-22;2018-02-26;340349000;340879000;356973000;1108551000;194077000;122663000;;;;;1782264000;-873883000;;-556854000;-1410232000;-1283146000;-64611000;1300929000;-96292000;388789000
CCI;378122;USD;2017;FY;2017-12-31;2018-02-26;2019-02-25;381740000;383221000;445000000;1242000000;135000000;221000000;;;;;2043000000;-1228000000;;-9260000000;-10493000000;-1539000000;3954000000;5806000000;8192000000;-257000000
CCI;378122;USD;2018;FY;2018-12-31;2019-02-25;2021-02-22;413000000;415000000;622000000;1527000000;246000000;105000000;;;;;2500000000;-1739000000;;-42000000;-1793000000;-1895000000;386000000;807000000;-733000000;-27000000
CCI;378122;USD;2019;FY;2019-12-31;2020-03-10;2022-02-22;416000000;418000000;860000000;1572000000;139000000;127000000;;;;;2698000000;-2057000000;;-17000000;-2081000000;-2025000000;1401000000;-44000000;-692000000;-75000000
CCI;378122;USD;2020;FY;2020-12-31;2021-02-22;2022-02-22;423000000;425000000;1056000000;1608000000;321000000;70000000;;;;;3055000000;-1624000000;;-107000000;-1741000000;-2190000000;1033000000;-76000000;-1271000000;43000000
CCK;446122;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;138530000;139310000;583000000;247000000;5000000;95000000;;;;;930000000;-463000000;;0;-442000000;;-566000000;2000000;-616000000;-158000000
CCK;446122;USD;2017;FY;2017-12-31;2018-02-26;2019-02-28;135290000;135610000;428000000;247000000;40000000;-966000000;;;;;-251000000;-490000000;;0;496000000;;12000000;-330000000;-400000000;-141000000
CCK;446122;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;133640000;133880000;528000000;425000000;131000000;-513000000;;;;;571000000;-426000000;;-3912000000;-3843000000;;3680000000;-3000000;3533000000;224000000
CCK;446122;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;133890000;134880000;625000000;490000000;63000000;-15000000;;;;;1163000000;-393000000;;;-374000000;;-639000000;-3000000;-786000000;4000000
CCK;446122;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;133530000;134560000;688000000;481000000;164000000;-18000000;;;;;1315000000;-571000000;;;-535000000;;-130000000;-64000000;-239000000;575000000
CCL;288836;USD;2016;FY;2016-11-30;2017-01-30;2018-01-29;745000000;747000000;2779000000;1738000000;173000000;444000000;-22000000;1000000;109000000;356000000;5134000000;-3062000000;;;-3323000000;-977000000;711000000;-2300000000;-2591000000;-792000000
CCL;288836;USD;2017;FY;2017-11-30;2018-01-29;2018-01-29;722000000;725000000;2606000000;1846000000;471000000;399000000;6000000;-49000000;21000000;421000000;5322000000;-2944000000;;;-3089000000;-1087000000;-789000000;-552000000;-2452000000;-208000000
CCL;288836;USD;2018;FY;2018-11-30;2019-01-28;2021-01-26;709000000;710000000;3152000000;2017000000;16000000;364000000;-58000000;-67000000;-24000000;513000000;5549000000;-3360000000;;;-3514000000;-1355000000;1403000000;-1465000000;-1459000000;575000000
CCL;288836;USD;2019;FY;2019-11-30;2020-03-31;2022-01-27;690000000;692000000;2990000000;2160000000;116000000;212000000;-114000000;79000000;34000000;213000000;5478000000;-5403000000;;;-5277000000;-1387000000;1418000000;-599000000;-654000000;-462000000
CCL;288836;USD;2020;FY;2020-11-30;2021-01-26;2022-01-27;775000000;775000000;-10236000000;2241000000;4882000000;-3186000000;125000000;77000000;-165000000;-3223000000;-6299000000;-3286000000;;;-3240000000;-689000000;16251000000;3237000000;18649000000;9163000000
CCMP;927135;USD;2016;FY;2016-09-30;2016-11-16;2018-11-13;24076549;24476993;59849000;26031000;13471000;-4140000;;;;;95211000;-17653000;200000;-126976000;-144429000;-8658000;-8750000;-9306000;-24409000;-66711000
CCMP;927135;USD;2017;FY;2017-09-30;2017-11-15;2018-11-13;25015458;25512487;86952000;25930000;13085000;15402000;;;;;141369000;-19958000;175000;0;-19783000;-19041000;-10938000;16407000;-7015000;110411000
CCMP;927135;USD;2018;FY;2018-09-30;2018-11-13;2020-11-17;25517825;26243164;110043000;25876000;41766000;-8820000;;;;;168865000;-18281000;5412000;;-22751000;-30730000;-144375000;-21257000;-197562000;-44969000
CCMP;927135;USD;2019;FY;2019-09-30;2019-11-27;2021-11-12;28571000;29094000;39215000;98592000;76605000;-39431000;;;;;174981000;-54748000;;-1182187000;-1232976000;-46324000;957011000;2490000;894432000;-163563000
CCMP;927135;USD;2020;FY;2020-09-30;2020-11-17;2021-11-12;29136000;29580000;142828000;127737000;10032000;6687000;;;;;287284000;-124252000;;;-124252000;-50383000;-23313000;-23811000;-97656000;65376000
CCO;650825;USD;2016;FY;2016-12-31;2017-02-23;2018-05-03;360294000;361612000;164399000;344124000;-222222000;24523000;;;;;310824000;576178000;;;550968000;-755538000;47521000;;-726499000;129252000
CCO;650825;USD;2017;FY;2017-12-31;2018-05-11;2018-05-11;361141000;361141000;-627517000;325991000;512922000;-64853000;;;;;146543000;-153026000;;;-174856000;-332824000;-27596000;;-379513000;-397876000
CCO;650825;USD;2018;FY;2018-12-31;2019-03-22;2021-02-25;361740000;361740000;-202845000;318952000;76557000;-5389000;;;;;187275000;-201309000;;;-203592000;-30678000;78191000;;40686000;14559000
CCO;650825;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;413087000;413087000;-361777000;314624000;559481000;-297802000;;;;;214526000;-221755000;;;-220042000;;-38041000;333419000;220009000;214206000
CCO;650825;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;464522000;464522000;-600226000;419821000;248076000;-205479000;;;;;-137808000;94712000;;-1319000;94521000;;430029000;;418279000;377986000
CCOI;125781;USD;2016;FY;2016-12-31;2017-02-24;2019-02-22;44641805;44873030;14929000;75235000;13977000;3826000;;;;;107967000;-45234000;;;-45234000;-68210000;79823000;-3272000;8341000;70728000
CCOI;125781;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;44855263;45184203;5876000;75926000;34375000;-4475000;;;;;111702000;-45801000;;;-45801000;-81657000;-15003000;-607000;-97267000;-27308000
CCOI;125781;USD;2018;FY;2018-12-31;2019-02-22;2021-02-26;45280161;45780954;28667000;81233000;29249000;-5228000;;;;;133921000;-49937000;;;-49937000;-97887000;50138000;-4796000;-52545000;29082000
CCOI;125781;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;45542315;46080395;37520000;80247000;29796000;1246000;;;;;148809000;-46958000;;;-46958000;-112647000;133030000;1637000;22020000;123329000
CCOI;125781;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;45947772;46668198;6216000;83477000;60257000;-9630000;;;;;140320000;-55952000;;;-55952000;-129412000;16523000;-3113000;-116002000;-28121000
CCS;350948;USD;2016;FY;2016-12-31;2017-02-15;2017-02-15;20679189;20791937;49540000;5580000;-701000;-100255000;;;;;-45836000;-6298000;;-17000000;-23201000;;62395000;8976000;69200000;163000
CCS;350948;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;24280871;24555509;50295000;6973000;-13819000;-158097000;;;;;-114648000;-17627000;;-116973000;-134446000;;376142000;98063000;308476000;59382000
CCS;350948;USD;2018;FY;2018-12-31;2019-02-13;2021-02-05;30084913;30391346;96455000;12031000;15093000;-319157000;;;;;-195578000;-15803000;;-28036000;-43536000;;265204000;19995000;181842000;-57272000
CCS;350948;USD;2019;FY;2019-12-31;2020-02-07;2022-02-03;30886382;31186952;112994000;13382000;21936000;-217119000;;;;;-68807000;-14387000;;;-14283000;;37280000;77613000;105170000;22080000
CCS;350948;USD;2020;FY;2020-12-31;2021-02-05;2022-02-03;33312554;33610098;206157000;13141000;25084000;96196000;;;;;340578000;-8522000;;;-8405000;;13264000;;7387000;339560000
CCXI;795982;USD;2016;FY;2016-12-31;2017-03-14;2018-03-12;46432000;46432000;-39963000;348000;8714000;70046000;;;;;39145000;-304000;-48460000;;-48764000;;;8820000;8820000;-799000
CCXI;795982;USD;2017;FY;2017-12-31;2018-03-12;2018-03-12;48413000;49615000;17859000;418000;8891000;-22290000;;;;;4878000;-723000;16325000;;15602000;;4676000;3269000;7516000;27996000
CCXI;795982;USD;2018;FY;2018-12-31;2019-03-11;2021-03-01;49814000;49814000;-37966000;512000;9762000;44128000;;;;;16436000;-838000;-52230000;;-53068000;;14911000;10467000;24700000;-11932000
CCXI;795982;USD;2019;FY;2019-12-31;2020-03-10;2022-03-01;56898000;56898000;-55489000;550000;11231000;-26415000;;;;;-70123000;-790000;-11736000;;-12526000;;;96133000;94820000;12171000
CCXI;795982;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;65688000;65688000;-55356000;797000;26372000;-52956000;;;;;-81143000;-15409000;-266951000;;-282360000;;4358000;355972000;356621000;-6882000
CDAY;1050283;USD;2017;FY;2017-12-31;2018-02-23;2020-02-28;65204960;65204960;8000000;53800000;-40400000;-50800000;;;;;-39800000;-50600000;11700000;-500000;-39600000;;-25900000;76600000;406800000;338400000
CDAY;1050283;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;114049682;114049682;-35300000;56600000;37900000;-48500000;;;;;9500000;-40200000;-10900000;;-51100000;;-454000000;640800000;-1251600000;-1306000000
CDAY;1050283;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;142049112;148756592;78700000;57100000;-23700000;-61499999;;;;;50600001;-55200000;-33900000;-30200000;-119300000;;-7200000;87000000;609700000;552300001
CDAY;1050283;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;146774471;146774471;-4000000;51800000;83100000;-161100000;;;;;-30200000;-59800000;156900000;-58300000;38800000;;-10000000;91700000;565300000;569900000
CDE;529633;USD;2016;FY;2016-12-31;2017-02-10;2019-02-20;159853000;163459000;22435000;116528000;2421000;-44923000;;;;;125817000;-78086000;-178000;-1417000;-77479000;;-318153000;269556000;-80228000;-32568000
CDE;529633;USD;2017;FY;2017-12-31;2018-02-07;2019-02-20;180096000;184144000;10925000;146549000;-12273000;51959000;;;;;208456000;-120029000;-15058000;-156248000;-278542000;;139575000;0;135745000;65862000
CDE;529633;USD;2018;FY;2018-12-31;2019-02-20;2021-02-17;188606000;188606000;-48955000;128473000;32832000;-92242000;;;;;17418000;-140210000;12287000;6914000;-130468000;;95000000;;-5241000;-118263000
CDE;529633;USD;2019;FY;2019-12-31;2020-02-19;2022-02-16;218812000;218812000;-346896000;178876000;304111000;-44211000;;;;;91880000;-98739000;-2914000;;-92566000;;-161854000;123059000;-60896000;-61051000
CDE;529633;USD;2020;FY;2020-12-31;2021-02-17;2022-02-16;240803000;242549000;25627000;131387000;22122000;-30427000;;;;;148709000;-93750000;28331000;;-65671000;;-25984000;;-46535000;37152000
CDI;531420;USD;2016;FY;2016-12-31;2017-04-28;2017-04-28;19031000;19031000;-31573000;10300000;17406000;17360000;;;;;13493000;-7591000;;3741000;-3805000;0;-15775000;-7255000;-23346000;-13767000
CDK;749032;USD;2016;FY;2016-06-30;2016-08-09;2018-08-14;157000000;158000000;246800000;64000000;27200000;-17900000;;;;;320100000;-63200000;9700000;-18100000;-81600000;-82300000;230000000;-554300000;-419300000;-189100000
CDK;749032;USD;2017;FY;2017-06-30;2017-08-08;2019-08-14;146700000;148200000;234900000;63400000;78200000;-13800000;;;;;435700000;-90000000;7900000;0;-87900000;-80700000;963100000;-685300000;159900000;511700000
CDK;749032;USD;2018;FY;2018-06-30;2018-08-14;2019-08-14;135800000;136800000;311100000;70800000;27900000;-35900000;;;;;466400000;-74900000;800000;-12800000;-113500000;-80100000;453600000;-614700000;-271200000;83100000
CDK;749032;USD;2019;FY;2019-06-30;2019-08-14;2021-08-18;125500000;126400000;195100000;80400000;69800000;35700000;;;;;483100000;-42500000;-16600000;-513000000;-623200000;-74800000;293500000;-519100000;-349000000;-461800000
CDK;749032;USD;2020;FY;2020-06-30;2020-08-06;2021-08-18;121600000;122100000;265200000;91700000;49900000;-79200000;;;;;375100000;-17100000;-32000000;;-108300000;-72900000;-256200000;6200000;-345900000;-46800000
CDMO;97638;USD;2017;FY;2017-04-30;2017-08-28;2019-06-27;37109493;37109493;-28159000;2463000;3364000;-16837000;;;;;-39169000;-3627000;;;-3059000;-4279000;1576000;31007000;28165000;-14063000
CDMO;97638;USD;2018;FY;2018-04-30;2018-07-16;2019-06-27;47063020;47063020;-21813000;2562000;-4770000;-1971000;;;;;-25992000;-793000;;;-793000;-4325000;0;26756000;22251000;-4534000
CDMO;97638;USD;2019;FY;2019-04-30;2019-06-27;2021-06-29;55981060;55981060;-4215000;2746000;722000;-10848000;;;;;-11595000;4544000;;;4544000;-4325000;;1536000;-2863000;-9914000
CDMO;97638;USD;2020;FY;2020-04-30;2020-06-30;2021-06-29;56326000;56326000;-10466000;3091000;2512000;10690000;;;;;5827000;-3812000;;;-3812000;-4325000;4379000;1120000;1096000;3111000
CDMO;97638;USD;2021;FY;2021-04-30;2021-06-29;2021-06-29;57349000;58058000;11212000;3453000;4770000;11747000;;;;;31182000;-9864000;;;-9864000;-4455000;134085000;32686000;112335000;133653000
CDNA;171003;USD;2016;FY;2016-12-31;2017-05-01;2019-03-06;16496911;16496911;-39756000;2920000;18842000;1471000;;;;;-16523000;-549000;;-20572000;-21121000;;-3944000;28871000;24927000;-12634000
CDNA;171003;USD;2017;FY;2017-12-31;2018-03-22;2020-02-28;23332503;23332503;-55560000;3727000;38658000;-1132000;;;;;-14307000;-186000;;-5919000;-6105000;;9706000;18684000;29379000;9073000
CDNA;171003;USD;2018;FY;2018-12-31;2019-03-06;2021-02-24;35638956;35638956;-46781000;4215000;39430000;-871000;;;;;-4007000;-7237000;;-692000;-7929000;;-14484000;54677000;50268000;38334000
CDNA;171003;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;42151617;42151617;-21968000;5523000;24089000;-10413000;;;;;-2769000;-2201000;-1000000;-19378000;-22579000;;-172000;4418000;-132000;-26329000
CDNA;171003;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;46481772;46481772;-18714000;7006000;27743000;17396000;;;;;33431000;-7110000;-90034000;-3250000;-100394000;;-183000;167861000;163149000;96460000
CDNS;107614;USD;2016;FY;2016-12-31;2017-02-10;2019-02-27;284502000;291256000;203086000;119588000;104104000;18101000;;;;;444879000;-52789000;92856000;;1357000;;350000000;-904849000;-592697000;-151454000
CDNS;107614;USD;2017;FY;2017-12-31;2018-02-20;2019-02-27;272097000;280221000;204101000;115524000;204990000;-53875000;;;;;470740000;-57901000;833000;;-191209000;;35000000;-51060000;-70147000;222855000
CDNS;107614;USD;2018;FY;2018-12-31;2019-02-27;2021-02-22;273729000;281144000;345777000;118721000;162212000;-21959000;;;;;604751000;-61503000;-112342000;;-173845000;;-285000000;-209151000;-567939000;-154789000
CDNS;107614;USD;2019;FY;2019-12-31;2020-02-24;2022-02-22;273239000;280515000;988979000;122789000;-389040000;6872000;;;;;729600000;-74605000;-30765000;-338000;-105708000;;-100000000;-253306000;-443886000;171912000
CDNS;107614;USD;2020;FY;2020-12-31;2021-02-22;2022-02-22;273728000;279641000;590644000;145653000;179559000;-10934000;;;;;904922000;-94813000;217000;-197562000;-292158000;;0;-305261000;-415289000;223222000
CDR;664567;USD;2016;FY;2016-12-31;2017-02-23;2019-02-14;12332472;12332472;8764000;40787000;11538000;-1842000;;;;;59247000;-47407000;;;48763000;-31457000;-174403000;;-109923000;-1913000
CDR;664567;USD;2017;FY;2017-12-31;2018-02-12;2019-02-14;12709368;12709368;19653000;40115000;5729000;-8404000;;;;;57093000;-58003000;;;-45497000;-31337000;-27294000;120432000;-10139000;1457000
CDR;664567;USD;2018;FY;2018-12-31;2019-02-14;2021-02-11;13351420;13351420;4358000;40053000;22331000;-8842000;;;;;57900000;-30556000;;19118000;-14938000;-29577000;39670000;-2329000;-48204000;-5242000
CDR;664567;USD;2019;FY;2019-12-31;2020-02-13;2022-03-10;13037491;13037491;1566000;45861000;8719000;-2471000;;;;;53675000;-22342000;;;-22342000;-28560000;4973000;-6844000;-30563000;770000
CDR;664567;USD;2020;FY;2020-12-31;2021-02-11;2022-03-10;13104000;13104000;-520000;48412000;9649000;-14961000;;;;;42580000;-18369000;;;-18369000;-17899000;-7067000;;-25321000;-1110000
CDW;683318;USD;2016;FY;2016-12-31;2017-03-01;2019-02-27;163600000;166000000;425100000;254500000;-51600000;-24000000;;;;;604000000;-63500000;;;-65900000;-78700000;-28000000;-367400000;-304600000;226100000
CDW;683318;USD;2017;FY;2017-12-31;2018-03-01;2019-02-27;155400000;158200000;523100000;260900000;-66600000;60300000;;;;;777700000;-81100000;;;-81100000;-106900000;-53200000;-534000000;-818700000;-119500000
CDW;683318;USD;2018;FY;2018-12-31;2019-02-27;2021-02-26;150900000;153600000;643000000;265600000;-4500000;1800000;;;;;905900000;-86100000;;;-86100000;-139400000;0;-522299999;-754800000;61600000
CDW;683318;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;145100000;147800000;736800000;267100000;-10400000;33700000;;;;;1027200000;-236300000;;-95100000;-331400000;-183400000;102500000;-622300000;-749800000;-51800000
CDW;683318;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;142600000;144800000;788500000;425600000;95300000;4900000;;;;;1314300000;-158000000;;-43000000;-201000000;-219600000;610300000;-291400000;138800000;1256199999
CDXS;1253238;USD;2016;FY;2016-12-31;2017-03-09;2019-03-01;40629000;40629000;-8558000;4546000;5631000;-3479000;;;;;-1860000;-846000;;;-846000;;;1034000;-490000;-3196000
CDXS;1253238;USD;2017;FY;2017-12-31;2018-03-15;2020-02-28;46228000;46228000;-22996000;1042000;6893000;6306000;;;;;-8755000;-983000;;;-983000;;-175000;24048000;21650000;11912000
CDXS;1253238;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;52205000;52205000;-10878000;1147000;6556000;-10919000;;;;;-14094000;-2766000;;;-2766000;;-238000;42177000;38569000;21709000
CDXS;1253238;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;56525000;56525000;-11935000;1570000;4588000;-6783000;;;;;-12560000;-3727000;62000;;-3665000;;-242000;57099000;53961000;37736000
CDXS;1253238;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;59360000;59360000;-24010000;1950000;764000;4832000;;;;;-16464000;-3748000;-2000000;;-5748000;;-60000;87573000;80808000;58596000
CDZI;1159130;USD;2016;FY;2016-12-31;2017-03-16;2018-03-14;18719000;18719000;-26339000;292000;15097000;1436000;;;;;-9514000;;;;;;-2554000;10510000;18996000;9482000
CDZI;1159130;USD;2017;FY;2017-12-31;2018-03-14;2019-03-18;22535000;22535000;-33864000;274000;16665000;6459000;;;;;-10466000;-1006000;;;-1006000;;12330000;;12330000;858000
CDZI;1159130;USD;2018;FY;2018-12-31;2019-03-18;2020-03-13;23998000;23998000;-26273000;258000;13965000;-143000;;;;;-12193000;-1726000;;;-3726000;;-56000;15503000;15447000;-472000
CDZI;1159130;USD;2019;FY;2019-12-31;2020-03-13;2021-03-26;26549000;26549000;-29528000;265000;6299000;9256000;;;;;-13708000;-1599000;;;-2503000;;-59000;19395000;19336000;3125000
CDZI;1159130;USD;2020;FY;2020-12-31;2021-03-26;2022-03-29;34188000;34188000;-37817000;381000;26442000;-2434000;;;;;-13428000;-5729000;-1000000;;-9838000;;107000;14767000;14874000;-8392000
CE;109593;USD;2016;FY;2016-12-31;2017-02-10;2017-02-10;144939433;145668181;906000000;295000000;-192000000;-118000000;;;;;893000000;-234000000;;-178000000;-439000000;-201000000;-7000000;-494000000;-759000000;-329000000
CE;109593;USD;2017;FY;2017-12-31;2018-02-09;2018-02-09;137902667;138317395;849000000;310000000;-537000000;173000000;;;;;803000000;-266000000;;-269000000;-549000000;-241000000;443000000;-499000000;-351000000;-62000000
CE;109593;USD;2018;FY;2018-12-31;2019-02-07;2021-02-11;134305269;135416858;1213000000;349000000;254000000;-248000000;;;;;1558000000;-337000000;;-131000000;-507000000;-280000000;-40000000;-805000000;-1165000000;-137000000
CE;109593;USD;2019;FY;2019-12-31;2020-02-06;2022-02-10;123925697;124651759;858000000;356000000;89000000;151000000;;;;;1454000000;-370000000;-16000000;-90000000;-493000000;-300000000;412000000;-997000000;-935000000;24000000
CE;109593;USD;2020;FY;2020-12-31;2021-02-11;2022-02-10;117817445;118481376;1992000000;356000000;-1290000000;280000000;;;;;1343000000;-364000000;-501000000;-79000000;592000000;-293000000;-472000000;-650000000;-1471000000;492000000
CELC;1253241;USD;2016;FY;2016-12-31;2017-02-13;2018-03-15;6313089;6313089;-3310408;73059;187306;161755;;;;;-2888288;-40903;;;-40903;;;3718299;3718299;789108
